Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"Jenett, Wolfdieter",ADHD - 100 tip? pro rodi?e a u?itele,,9788026601586,CPress,2,192,?eský,"Se svými více než dvacetiletými zkušenostmi v oblasti d?tské psychoterapie Wolfdieter Jenett upouští od nezáživného v?deckého vysv?tlování a místo toho nabízí praktické tipy pro všední den, které pokrývají celé spektrum rodinného života: od stresových situací jako je ranní vstávání nebo ve?erní usínání, p?es používání televize a po?íta??, až k problém?m ve škole jako je psaní, ?tení, po?ítání a vypracování domácích úkol?. Žádné abstraktní reflexe, ale lehce a rychle pochopitelné, praktické a konkrétní tipy",,,,n?mecký,2009
"Goetz, Michal - Uhlíková, Petra",ADHD - Porucha pozornosti s hyperaktivitou,P?íru?ka pro starostlivé rodi?e a zodpov?dné u?itele,9788072626304,Galén,8,160,?eský,"ADHD je anglická zkratka názvu attention deficit hyperactivity disorder neboli porucha s deficitem pozornosti a hyperaktivitou. Ozna?uje onemocn?ní zp?sobující obtížné soust?ed?ní, nep?im??en? zvýšenou aktivitu a impulzivitu dít?te. Tato p?íru?ka shrnuje všechny základní moderní poznatky o poruše pozornosti s hyperaktivitou, jinak též hyperkinetické poruše. Najdete zde popis r?zných oblastí této nemoci, od jejích p?í?in až po možnosti lé?by, a také jsou zde na pravou míru uvedeny n?které polopravdy a mýty. Auto?i knihu p?ipravili ve spolupráci s u?iteli, psychology a zejména rodi?i a pacienty s ADHD. Jejich spole?ným p?áním je, aby vám kniha pomohla získat co nejvíce nových, užite?ných a informací, které budete pot?ebovat v p?ípad?, že by se onemocn?ní ADHD prokázalo i u vašeho dít?te.","Fašianoková Rakoušová, Ivana",,,,2014
"Kubelka, Susanna","Adieu, Vídni – Bonjour, Pa?íži",,9788024923970,Euromedia Group k.s.,13,320,?eský,"Víde? a Pa?íž. Dv? m?sta, v nichž radost ze života, pohoda a láska visí ve vzduchu.  Studentka Kitty Valentinová  jde za hlasem svého srdce a bezhlav? se vrhá do osudového dobrodružství. Clifford je muž jejích sn?, má však jednu vadu – je ženatý. Sv?taznalý Ameri?an Kitty bou?liv? dobývá a klade jí sv?t k nohám.    Na jejich idylku ale za?ne brzy vrhat stín alkohol, hn?v a závist. Kitty musí sebrat všechnu odvahu, optimismus a nadání, aby se ze závislosti na tomto vášnivém vztahu dokázala osvobodit.",,"Chaloupková, Jana",Adieu Wien – Bonjour Paris,n?mecký,2011
"Millerová, Geri",Adiktologické poradenství,,9788072627653,Galén,8,461,?eský,"Publikace vznikla v reakci na pot?ebu souhrnného zpracování klinických, teoretických a výzkumných aktivit v oblasti adiktologického poradenství z hlediska odborníka z praxe. Slouží jako referen?ní materiál, který mohou využít jednak studenti bakalá?ských, magisterských a postgraduálních program?, kte?í se p?ipravují na práci v r?zných typech služeb ur?ených osobám závislým na návykových látkách, a jednak klini?tí pracovníci, pro n?ž je oblast adiktologického poradenství nová nebo kte?í by rádi p?ehodnotili aktuální stav jeho vývoje.",,"Bareš, Ji?í",Learning the language of addiction counseling,anglický,2007
"?ehan, Vladimír",Adiktologie 1,,9788024417455,Univerzita Palackého v Olomouci,17,132,,Studijní texty pro distan?ní vzd?lávání - obor psychologie. Neprodejné,,,,,2008
"Unger, G. F.","Adios, hombre!",,9788024334448,"Moravská Bastei MOBA, s.r.o.",13,64,?eský,"Zlod?ji koní ukradnou dv?ma muž?m stádo. Jednoho z lovc? p?itom zabijí, druhého nechají bez vody, beze zbran? a bez kon? uprost?ed naprosté pustiny...",,"Sychra, Pavel",,n?mecký,2013
"Lyons, Pat",Adjectives of Democracy,Citizenship and Political Attitudes under Socialist and Liberal Democracy in the Czech Republic,9788074191442,Sociologické nakladatelství (SLON),2,471,anglický,"The central empirical puzzle addressed in this book is why are Czech citizens’ attitudes towards key facets of democracy so similar under socialist democracy in 1968 and liberal democracy in 2008? Examining unique survey datasets from the late 1960s and 2008 this book reveals that Czech and Slovak citizens’ political attitudes can justifiably be characterised in terms of stability. This stability may be understood as a general feature of citizens’ relationship with democratic values and their implementation in regimes that adopt competing adjectives.  The author argues that there is a continuity between the communist and post-communist periods and that the fall of communism only makes sense if citizens had democratic attitudes in 1989 and 1990. During the transition process of the 1990s, citizens in the Czech Republic learned about the operation of democratic institutions and mechanisms, rather than core democratic principles such as pluralism, citizen activism, voicing opinions and toleration. The central reason, why citizens understood and accepted such values is that the same reservoir of principles underpins different forms of democracy regardless of adjectives such as socialist or liberal.",,,,,2009
"Macák, Petr",Administrace databázového systému Oracle,,9788024514413,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",17,198,?eský,Studijní materiál popisuje administraci databázového systému  od nejzákladn?jších pojm? po pokro?ilejší témata a p?edstavuje ucelené v?domostní penzum pot?ebné pro základní databáze v prost?edí ORACLE.  Ur?eno pro inženýrské studium na VŠE (p?edm?t 4IT340 - Základy administrace databázového systému Oracle).,,,,,2013
"Zazvonil, Zbyn?k",Administrativní ceny nemovitostí,,9788087865033,"Ekopress, s.r.o.",1,200,?eský,"Kniha se zabývá p?edevším administrativním oce?ování podle platných cenových p?edpis? v období let 1964 až 2013, tedy v širokém záb?ru tém?? 50 let. Nejde však o pouhý text oce?ovacích vyhlášek a vý?et n?kterých jejich hlavních pojm?. Tyto pojmy se snaží nejen vysv?tlit, ale i zasadit do kontextu doby. Obsah této knihy p?edpokládá alespo? ?áste?né základní znalosti z problematiky oce?ování nemovitostí, soust?e?uje se p?edevším na oz?ejm?ní t?ch ?ástí cenových p?edpis?, které ?asto mohly být potenciálním zdrojem nejr?zn?jších chyb.",,,,,2007
"Plzák, Miroslav",Admirálové z Kozí ulice,,9788072463855,Motto,13,208,,"V humoristické novele Admirálové z Kozí ulice vám autor dokáže, že v každém muži stále z?stává kousek malého kluka, který si chce hrát.",,,,,2009
,Adobe Dreamweaver CS4,,9788025123416,"Computer Press, a. s.",5,304,,"Oficiální p?íru?ky z populární edice Classroom in a book (v ?eštin? Oficiální výukový kurz) poskytují nejrychl?jší a nejprakti?t?jší zp?sob, jak se nau?it pracovat s produkty Adobe. S knihou se ve 12 lekcích nau?íte nejen základy práce s programem Adobe Dreamweaver CS3, ale kniha vám poskytne také cenné tipy a techniky pro efektivn?jší práci. Materiály k lekcím pln? lokalizované do ?eštiny jsou dostupné na CD.",,,,,2013
,Adobe DreamWeaver CS6: Oficiální výukový kurz,Adobe Creative Team,9788025137352,"Computer Press, a. s.",5,456,?eský,"Vyzkoušejte si, jak je snadné v nejnov?jší verzi Dreamweaveru vytvá?et kompletní webová ?ešení. Kniha obsahuje 14 výukových lekcí, v nichž se sami krok za krokem nau?íte vše od práce s texty, obrázky a odkazy až po tvorbu navigace a dynamického interaktivního obsahu. Na pracovních souborech si vyzkoušíte praktické využití nových funkcí programu i vlastností HTML5 a CSS3.",,,,,2009
,Adobe Flash CS4 Professional,Oficiální výukový kurz,9788025123348,"Computer Press, a. s.",5,392,?eský,"Chcete se nau?it ovládat Flash, vytvá?et profesionáln? vypadající animace a videa a ovládnout nové funkce verze CS4? Výukový kurz p?ímo od tv?rc? softwaru v Adobe Systems vás snadno nau?í všemu podstatnému. Krok za krokem se budete v?novat konkrétním projekt?m, a to s použitím p?edp?ipravených materiál?, které budou inspirací pro vaši vlastní práci. P?iložené CD obsahuje mj. podklady ke všem lekcím.",,,,,2013
,Adobe Flash CS6: Oficiální výukový kurz,Adobe Creative Team,9788025138021,"Computer Press, a. s.",5,400,?eský,"Nau?te se tvo?it animace a interaktivní obsah pro webové, mobilní i desktopové aplikace. Vyzkoušejte si ru?ní kreslení animací, speciální efekty, tvorbu interaktivních ovládacích prvk? nebo využití Action Scriptu 3.0. Jednotlivé lekce vás seznámí se základními i pokro?ilými nástroji a na p?ipravených pracovních souborech si rovnou vyzkoušíte jejich praktické využití.",,,,,2011
"Bernard, Borek",Adobe Flex,Kompletní pr?vodce tvorbou interaktivních aplikací,9788025127650,"Computer Press, a. s.",5,400,?eský,"Kniha ?eského školitele Flexu je kompletním pr?vodcem se všemi pot?ebnými informacemi, technikami a postupy. Výklad probíhá formou postupné výuky od úplných základ? až po složit?jší projekty. Autor nevynechává žádnou d?ležitou informaci, techniku ?i postup, ale nezabíhá do zbyte?ných detail?. Výuku doprovází velké množství ukázek praktického využití kódu v konkrétních projektech a tipy z praxe.",,,,,2013
,Adobe Illustrator CS6: Oficiální výukový kurz,Adobe Creative Team,9788025137925,"Computer Press, a. s.",5,488,?eský,"Chcete co nejrychleji ovládnout novou verzi Illustratoru? Pak zvolte knihu, která je garantována tv?rci tohoto programu. Nau?íte se kreslit pomocí vylepšených nástroj?, poznáte efektivitu živé vektorizace a zvládnete typografickou úpravu text?. Kniha vás pomocí množství postup? a cvi?ení na p?iloženém CD zasv?tí do taj? tvorby profesionální grafiky pro web i tisk.",,,,,2013
,Adobe InDesign CS6: Oficiální výukový kurz,Adobe Creative Team,9788025138038,"Computer Press, a. s.",5,432,?eský,"Vyzkoušejte si, jak snadné je vytvá?et vlastní dokumenty, pracovat s typografickými efekty, inteligentním formátováním a dalšími nástroji nejnov?jší verze InDesignu. Získejte díky p?ipraveným grafickým projekt?m solidní základy pro tvorbu tiskovin od jednobarevných leták? až po tisícistránkové elektronické knihy. P?iložené CD obsahuje zdrojové soubory ke všem lekcím.",,,,,2008
,Adobe Photoshop,Základní dovednosti,9788025117323,"Computer Press, a. s.",5,576,?eský,"Základní dovednosti práce s fotkami a grafikou ve Photoshopu se staly b?žnou sou?ástí výbavy domácího uživatele tohoto grafického editoru. Nau?te se i vy využívat Photoshop, jako to umí profesionálové. Zjistíte, že to v?bec není t?žké.  ?ada Adobe Photoshop Základní dovednosti shrnuje všechny základy v p?ti u?ebnicích, p?i?emž každý díl se zam??uje na konkrétní techniky úprav a vylepšování fotografií. S knihou se tak nau?íte praktickým postup?m, s nimiž dosáhnete vynikajících výsledk? a uleh?íte si svou práci. P?íru?ky z této ?ady po vás nevyžadují žádné zvláštní zkušenosti s prací ve Photoshopu. P?itom není d?ležité, kterou verzi Photoshopu vlastníte, nebo? postupy lze uplatnit nejen ve verzi nejnov?jší, ale i ve verzích starších.",,,,,2008
,Adobe Photoshop CS3,Oficiální výukový kurz,9788025118450,"Computer Press, a. s.",5,400,?eský,"Chcete se rychle a kvalitn? nau?it pracovat s nejuznávan?jším a nejrozší?en?jším programem v oblasti digitální fotografie? Oficiální výukový kurz je p?íru?kou garantovanou samotnými tv?rci Photoshopu. Tato rozsáhlá kniha pokrývá všechna významná témata: základní úpravy, práce s histogramem, užití r?zných efekt?, maskování, náro?né selekce a úpravy barevnosti atd. P?iložené CD obsahuje všechny zdroje k výukovým lekcím.",,,,,2008
"Kelby, Scott",Adobe Photoshop CS3 Úpravy digitálních fotografií,7bodový systém,9788086815909,"ZONER Software, a.s.",5,276,?eský,"Tato kniha ukazuje použití Scottova tzv. sedmibodového systému úprav (7-Points System). Místo toho, abyste se pokoušeli zvládnout veškeré nástroje Photoshopu (což je dnes již tém?? nemožné, pokud nemáte za cíl stát se photoshopovým guru), nau?íte se 7 technik, které použijete p?i úpravách naprosté v?tšiny vašich fotografií. Postupy jsou navrženy pro verzi Photoshop CS3 a využívají pokro?ilé vlastnosti a možnosti, které tato verze nabízí. Podle knihy se nau?íte používat rutinn? Camera Raw (totéž m?žete samoz?ejm? využít i p?i práci v Lightroom), budete pracovat s inteligentními (smart) objekty a filtry, poznáte výhody prolínání vrstev a ?adu jiných vymožeností Photoshopu.",,,,anglický,2012
,Adobe Photoshop CS6: Oficiální výukový kurz,Adobe Creative Team,9788025137369,"Computer Press, a. s.",5,376,?eský,"Chcete se nau?it pracovat v nejmocn?jším bitmapovém editoru na trhu? Oficiální výukový kurz je p?íru?kou vytvo?enou samotnými tv?rci Photoshopu. Tato rozsáhlá kniha pokrývá všechna významná témata: základní úpravy fotografií, efekty, maskování, náro?né výb?ry, použití inteligentních nástroj?, barevné transformace atd. P?iložené DVD obsahuje zdroje ke všem výukovým lekcím.",,,,,2008
,Adobe Photoshop Elements 6,Oficiální výukový kurz,9788086815961,"ZONER Software, a.s.",5,372,?eský,"Adobe Photoshop Elements 6 – Oficiální výukový kurz je oficiální p?íru?kou vytvo?enou od spole?nosti Adobe Systems pro majitele všech digitálních fotoaparát? a zrcadlovek. V jedenácti lekcích se seznámíte se všemi funkcemi programu Photoshop Elements 6, který je navíc poprvé v této verzi lokalizován do ?eského jazyka! Zahrnuje mnoho tip? a technik, které vám pomohou k v?tší efektivit? p?i práci s tímto softwarem.",,,,anglický,2009
,Adobe Photoshop Lightroom 2,Oficiální výukový kurz,9788025122297,"Computer Press, a. s.",5,400,,"Oficiální výukový kurz p?ímo od tv?rc? programu z Adobe Systems je ideálním materiálem pro za?ínající i zkušené uživatele, kte?í cht?jí ovládnout Photoshop Lightroom bez zbyte?ného tápání. S pomocí jednotlivých lekcí knihy se nau?íte s Lightroomem rychle pracovat, objevíte nejnov?jší vylepšení verze Lightroom 2 a zjistíte, jak je nejlépe využít u svých fotografií. Zdroje ke všem výukovým lekcím najdete na p?iloženém CD.",,,,,2003
"Macek, Petr",Adolescence,,9788071787471,"Portál, s.r.o.",2,144,?eský,"Dospívání-adolescence v širším smyslu - je krásným a d?ležitým úsekem života. Pro dospívající a všechny dosp?lé, kte?í se s dospívajícími setkávají, je rovn?ž obdobím náro?ným. Nedávné výzkumy psycholog? a sociolog? vedly k p?ehodnocení ?ady tradovaných p?edstav. Autor vychází z nejnov?jších výzkum? dospívajících v ?R a srovnává je s údaji o jejich vstevnících z jiných zemí. Ukazujje, co ví dnes psychologie a sociální v?dy o tom, jací jsou dnešní dospívající chlapci a d?v?ata, co d?lají a prožívají. Kniha je ur?ena psycholog?m, u?itel?m a vychovatel?m, sociolog?m, sociálním pracovník?m i student?m t?chto obor?.",,,,,2010
,Adolf Born autobornografie,,9788073913632,"Nakladatelství Slovart, s.r.o.",9,392,?eský,"Kdo by neznal Adolfa Borna, obdivovatele rakousko-uherské monarchie i tureckých sultán?, milovníka vína, um?ní, kejklí??, alchymist?, faun? a kentaur?, p?ítele zví?at i sb?ratele klobouk? a ?epic, jehož vášní je cestování, ale p?edevším karikaturistu, grafika a malí?e sv?tového formátu. Jeho obrazy plné humoru, ironie, nadsázky, fantastických p?edstav a p?ekvapivých metafor milují d?ti i dosp?lí. Reprezentativní výb?r dávných, nov?jších, ale hlavn? nejnov?jších ukázek z Bornovy volné tvorby vás zve slovy Miloše Macourka „do sv?ta, v n?mž je p?ítomen nejen humor, ale i nostalgie, tajemství a také kapka hr?zy, ale p?edevším závratný pocit svobody, nebo? v tomto beztížném prostoru je možné všechno, o ?em dokážete snít“.","Born, Adolf","Dean, Adrian",,"?eský, anglický",2012
"Dunstan, Simon - Williams, Gerrard",Adolf Hitler,,9788025315033,Jan Eisler - FRAGMENT,13,392,?eský,"Opravdu zem?el Adolf Hitler v Berlín? roku 1945?  Omyl! Adolf Hitler unikl a zem?el v poklidu v Argentin? až v roce 1962. Skute?nost, nebo fikce? Vojenský historik Simon Dunstan a noviná? Gerrard Williams rozvíjejí strhující scéná?, který až dosud nebyl nikdy podrobn? prozkoumán. Po p?ti letech výzkumu p?ekládají auto?i p?esv?d?ivé d?kazy a sv?dectví, z nichž n?která byla teprve nedávno odtajn?na z bývalých sov?tských a dalších vládních archiv?.  Konkrétní osoby, místa a data, letadla, ponorky, základny a skrýše. Dunstan a Williams sledují únikovou trasu, kterou podle nich Hitler použil. Odhalují i možnou dohodu s ?elními p?edstaviteli CIA. Út?k století, který je v rozporu se všeobecn? p?ijímanými d?jinami, byl dokonale naplánován.",,"Dušek, Zdík",Grey Wolf - The Escape of Adolf Hitler,anglický,2013
