Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
,Benátky - Pr?vodce s mapou National Geographic,,9788026401926,CPress,11,52,?eský,"Od nám?stí Svatého Marka až po most Rialto, od La Fenice až k Ponte dei Sospiri (mostu Vzdech?), od Velkého kanálu k lagun?, p?es paláce a muzea sou?asného i starého um?ní, dóžecí m?sto se p?ed vámi v mžiku otev?e díky tomuto jedine?nému pr?vodci! * Netradi?ní pojetí: u každé oblasti rozložitelná mapka, s níž se okamžit? zorientujete * 10 míst, která musíte vid?t, a 10 nám?t?, jak si vychutnat Benátky * 60 turistických atrakcí, muzeí a památek vyzna?ených v map? * 150 dalších míst (restaurace, kavárny, zmrzliná?i, bacari,?bary, koncerty, butiky, obch?dky, trhy atd.), která auto?i vyzkoušeli na vlastní k?ži * Veškeré nezbytné praktické informace, v?etn? dopravy a ubytování * Pro každý vkus a každou pen?ženku! Otev?ete, rozložte, objevujte!",,,,,2014
,Benátky - to nejlepší,,9788073526801,V. Svojtka & Co.,999,96,,"Benátky jsou neuchopitelným a tajemným, pohádkovým m?stem, které se vymyká jakémukoli popisu. Nes?etní um?lci se pokoušeli perem ?i št?tcem zachytit mihotající se lagunu i štíhlé v?že se zvony. Tuto nádhernou vidinu však mezi davy turist?, dupajícími po nám?stí Sv. Marka, ?ím dál obtížn?ji spat?íme. Náš pr?vodce po Benátkách z edice Lonely Planet vám poradí, jak na to. Um?lecké dílo - Benátky jsou jedním velkým um?leckým dílem samy o sob?. Z našich tip? si vyberte, co vás nejvíc zajímá. Nabídka um?leckého a architektonického d?dictví je obrovská. Proje?te se po lagunách - s našimi podrobnými popisy výlet? a rozkládacími mapami se ve spleti kanál? a uli?ek tohoto nejtajupln?jšího italského m?sta neztratíte.",,,,,2007
"Boultonová Susie, Catling Christopher",Benátky a Veneto,,9788024901398,Euromedia Group k.s.,11,312,?eský,"Poznávejte sv?t na vlastní o?i! Více než 800 barevných fotografií vám p?edstaví Veneto v celé jeho kráse, jedine?né pr??ezy a plány podlaží vám umožní nahlédnout do ve?ejných budov a památek - nepot?ebujete žádné další pr?vodce. Podrobné a p?esné mapy vám p?iblíží kraje, m?sta i m?ste?ka. Pe?liv? vybrané hotely, restaurace a kavárny ve všech cenových kategoriích. V Nezbytných údajích dopln?ných obrázky se dozvíte, jak používat místní m?nu, hromadnou dopravu a telefony.  Ilustrovaný pr?vodce, s kterým nezabloudíte!",,"Koval Jozef, Svobodová Lenka",Venice and the Veneto - Eyewitness Travel Guides,anglický,2003
"Boultonová, Susie",Benátky a Veneto - Spole?ník cestovatele,,9788024910321,Euromedia Group k.s.,11,320,?eský,"Ilustrovaný pr?vodce, s kterým nezabloudíte: architektura, kanály, historie, restaurace, hotely, vily, móda, karnevaly, um?ní, opera, muzea, paláce, kostely, ...",,"Svobodová, Lenka - Koval, Jozef",Eyewitness Travel Guides - Venice & the Veneto,anglický,2008
"Berry, Steve",Benátská zrada,,9788073033965,DOMINO,13,456,?eský,"Dodnes není známo, co bylo p?í?inou smrti Alexandra Velikého, a stejn? tak z?stává záhadou, co se stalo s jeho mrtvým t?lem. Ale to se m?že brzy zm?nit... Na troskách Sov?tského svazu,vznikl nový silný stát, v jehož ?ele stojí ambiciózní Irina Zovastinová. Tato dáma bez skrupulí se hodlá zapsat do d?jin stejn? jako kdysi Alexandr. Plánuje použít smrtící vir, jímž opanuje sousední zem?. Recept na substanci k výrob? lé?ivé látky, s níž bude moci nákazu zastavit, se podle všeho skrývá práv? ve zmizelém Alexandrov? hrob?. Cotton Malone unikne požáru v dánském muzeu, který nebyl dílem náhody. Spole?n? se svou p?ítelkyní Cassiopeiou se vydává po stopách záke?ných žhá??. Kdo si jako první poradí s hádankou, jejíž rozlušt?ní by mohlo zachránit anebo taky zma?it miliony lidských život??",,"Pernicová, Zuzana",The Venetian Betrayal,anglický,2008
"Shakespeare, William",Benátský kupec. The Merchant of Venice,,9788086573236,Romeo,13,176,"?eský, anglický","Benátský kupec pat?í k vrcholným komediím st?edního období Shakespearovy tvorby. Byl pravd?podobn? napsán na podzim roku 1597. V žánru komedie mu p?edchází Sen ?arovné noci. V porovnání s touto rozvernou a poetickou hrou o kouzelné moci lásky a p?írody je z?ejmé, že v Benátském kupci dramatik p?edkládá divákovi mnohem složit?jší obraz sv?ta. P?íb?h židovského lichvá?e Šajloka a bohatého kupce Antonia nabývá ob?as poloh vážných, pochmurných, ba místy až drastických. Benátský kupec se tak dá považovat za p?edch?dce tzv. ho?kých, problémových komedií, jakými budou v pozd?jší fázi dramatikovy tvorby komedie Konec dobrý, všechno dobré nebo N?co za n?co.",,"Josek, Ji?í",,anglický,2010
"Goodall, Nigel",Benedict Cumberbatch,,9788075050137,NAKLADATELSTVÍ XYZ s.r.o.,13,248,?eský,"Intimní portrét vycházející hv?zdy a idola, kterého proslavila role novodobého Sherlocka Holmese Benedict Cumberbatch už si zahrál detektiva i netvora, advokáta i v?dce, politika i malí?e, komika i špiona. Ztvárnil celou ?adu hlavních i vedlejších rolí – sou?asné ikony, historické postavy i fiktivní oblíbence, od Stephena Hawkinga, p?es Williama Pitta mladšího, až po Frankensteina. Nejvíce ho však proslavila role osobitého a drzého, do jedenadvacátého století zasazeného Sherlocka Holmese ve sv?tov? oblíbeném seriálu BBC. Tato biografie popisuje vše zajímavé z jeho života v?etn? dobrodružných zážitk? z Cumberbatchových cest Tibetem a traumatu prožitého b?hem únosu v jižní Africe.",,"Podzimek, Jan",,anglický,2014
"Kalina, Pavel",Benedikt Ried a po?átky záalpské renesance,,9788020017444,Academia,9,302,?eský,"Monografie historika um?ní a architektury doc. dr. Pavla Kaliny, CSc., je v?nována architektovi, jehož jméno je spjato s prvními projevy renesan?ního slohu u nás. Autor zasazuje Benedikta Rieda (Rejta) do kontextu st?edoevropské architektury a rozvoje stavební technologie 15. století, sleduje pronikání renesance do zemí na sever od Alp a dostate?ný prostor v?nuje rozboru jednotlivých Riedových staveb (na Pražském hrad?, v Kutné Ho?e, v Lounech, v Annabergu aj,). Kniha ja založena na výsledcích archivních a stavebn? historických pr?zkum? konaných b?hem posledních desetiletí. Poslední (a pravd?podobn? jediná) monografie Riedovi v?novaná vyšla bezmála p?ed padesáti lety (autor Götz Fehr, 1961).",,,,,2009
"Kuthan, Ji?í",Benediktinské kláštery st?ední Evropy a jejich architektura,,9788074223341,"NLN s.r.o., Nakladatelství Lidové noviny",2,368,?eský,"Velká ?ást z toho, co se dochovalo z architektury, um?ní a kultury raného st?edov?ku, vznikla na p?d? benediktinských klášter?. Stará kultura benediktin? pat?í k základním kamen?m evropské civilizace a v tom také tkví její odkaz a živé poselství pro dnešní evropské spole?enství. Ve stavbách benediktinských klášter? se zra?ily požadavky regulí, monastická askeze i odlou?ení od vn?jšího sv?ta, pokora, pot?eba meditace, ideál života, v n?mž b?h každého dne dostává vyšší duchovní smysl. P?edm?tem p?edkládané knihy je architektura benediktinských klášter? ve st?ední Evrop? a to jak na území n?kdejší Svaté ?íše ?ímské, tak i v teritoriích mimo ni - v Uhrách a v Polsku. Zvláštní pozornost je v?nována stavbám benediktinských klášter? v ?eských zemích.",,,,,2014
Benedikt XVI.,Benediktovo evangelium,,9788074501265,Paulínky,0,192,?eský,"Kniha promluv, ve kterých papež Benedikt na základ? evangelijních úryvk? rozvíjí svá zamyšlení nad životem k?es?ana dnes.",,David Vop?ada,Il vandelo di Benedetto,italský,2014
"Pumpr, Pavel","Beneficia, záduší a patronát v barokních ?echách",Na p?íkladu t?ebo?ského panství na p?elomu 17. a 18. století,9788086488738,Matice moravská,2,424,?eský,"Studie se v?nuje církevní správ? a jejímu hmotnému zázemí, panství T?ebo? a místní církevní správ? v raném novov?ku, farnímu majetku, zádušnímu majetku a dalším témat?m. (Vro?ení 2010)",,,,,2011
"Zelenka, Jan",Beneficium et feudum,Podoba a prom?ny lenního institutu,9788072862641,Akademie v?d ?eské republiky. Historický ústav,2,228,"?eský, resumé též v AJ","Problematika lenních vztah? se v posledních letech op?tovn? t?ší pozornosti d?jepisného bádání. Kniha se v první ?ásti v?nuje rozboru latinské terminologie spjaté s lenním institutem, jež je dochována v listinném materiálu i narativních pramenech saské provenience z období cca 10–14. století. Rekonstrukce významového pole slouží k postižení jev?, jež sou?asníci s daným pojmoslovím, a potažmo tedy s lenním institutem spojovali. Analýza vychází primárn? z pramen? širšího regionu, který vymezuje p?tice biskupství – Míše?, Naumburg, Hildesheim, Halberstadt a Merseburg.V této oblasti došlo k sepsání právního zrcadla, jež výrazným zp?sobem ovliv?uje vnímání lenního institutu odbornou literaturou – tzv. Saského zrcadla (Sachsenspiegel).Druhá ?ást knihy se v?nuje ?eskému prost?edí. Shrnuje diskusi k problematice beneficiárního (lenního) z?ízení, p?ináší rozbor latinské terminologie a výsledky dosažené v p?edchozí ?ásti práce zasazuje do kontextu s výpov?dí domácích pramen?.",,,,,2016
"Gruša, Ji?í",Beneš jako Rakušan,,9788087474129,"Barrister & Principal, o.s.",13,152,?eský,"Esej Ji?ího Gruši Beneš jako Rakušan je n?co jako „román faktu“. Postavy jsou faktické, ne fiktivní (Beneš, Hitler, Masaryk, Gottwald…), práce s fakty odborná, práce se slovem a p?íb?hem literární. A pro? Beneš jako Rakušan? Protože v Benešov? psychogramu je Austria eine Art Hassliebe (zp?sob nenávistné lásky). Nejd?ív m?l geniální vizi, jak tento konglomerát zachránit, když se neujala, dostal chu? ho zni?it. ?eskoslovensko však bylo „Rakousko-Uhersko“ v malém. Cht?l ho „odrakoušt?t“ a divil se, že mizí. A když m?l pocit, že našel recept na jeho záchranu, dostal moskevskou rakev. A žasl, když si Rakušané nezvolili svého Gottwalda, nýbrž p?ijali Marshall?v plán, který by E. B. cht?l, kdyby byl sm?l chtít své cht?ní.",,,,,2011
Žaket,Benešov - plán m?sta 1 : 7 500,plán m?sta,9788072332571,Žaket,18,2,,"Složený plán m?sta se stru?nými informacemi o historii a památkách, dopln?ný rejst?íkem ulic a mapkou okolí zámku Konopišt?.",,,,,2007
Žaket,"Benešov, Konopišt?",plán m?sta,9788072331123,Žaket,18,0,,,,,,,2002
,"Benešovsko, Dolní Posázaví - turistická mapa ?. 33",,9788073930097,"Kartografie PRAHA, a.s.",18,1,?eský,"Podrobná turistická mapa v m??ítku 1 : 50 000 (1 cm = 500 metr?). Turistický obsah zahrnuje hrady, zámky, z?íceniny, rozhledny, p?írodní rezervace, místa dalekého výhledu a mnoho dalších informací. V map? je zobrazena také sí? zna?ených cyklotras, jejichž pr?b?h byl ov??en p?ed vydáním mapy p?ímo v terénu. Sou?ástí mapy je i sou?adnicová sí? WGS-84, kterou využijí zejména majitelé GPS navigací. Zadní strana mapy obsahuje detailní popis zajímavých míst, informace o p?ístupnosti a kontaktech, barevné fotografie, seznam informa?ních center a vyzna?ených Turistických známkových míst. Mapa je vložena do pr?hledného pouzdra a p?iloženo je pravítko se sklonom?rem.",,,,,2008
"Blaive Muriel,  Mink Georges (ed.)",Benešovy dekrety,Budoucnost Evropy a vyrovnávání se s minulostí,9788086569659,Doko?án s.r.o.,2,124,?eský,"Benešovy dekrety.Budoucnost Evropy a vyrovnávání se s minulostí  V ?eských médiích probíhá již n?kolik let vzrušená diskuse okolo „Benešových dekret?“. Ostatn? tato otázka ohrožovala bilaterální vztahy ?eské republiky s n?meckým, rakouským a dokonce i se vzdálen?jším ma?arským sousedem vzhledem k n?kolika tamním pokus?m o spojení tohoto problému s p?i?len?ním ?eské republiky do Evropské unie. Tento sborník p?ináší p?ísp?vky k tomuto tématu od významných ?eských i zahrani?ních historik?, politolog? a spisovatel?.  Pro francouzský ústav CeFres vydalo nakladatelství Doko?án s.r.o.",,,,,2003
"Mandler, Emanuel",Benešovy dekrety – pro? vznikly a co jsou,,9788072771394,"LIBRI, spol. s r. o.",2,128,,"Málokteré téma, navíc vzdálené už více než p?l století, vzbuzuje v sou?asné dob? tolik diskusí – a to zdaleka ne jen v ?eské republice – jako tzv. Benešovy dekrety, o nichž p?itom jen hrstka diskutujících ví, co vše vlastn? obsahují. Známý historik a publicista E. Mandler p?ináší st?ízlivý a nacionáln? nezaujatý pohled na celou problematiku a popisuje, kdy a pro? jednotlivé dekrety vznikly, ?eho všeho se týkaly, jaké byly jejich další osudy a pro? je kolem nich i dnes tolik vášní. Sou?ástí publikace je i úplné zn?ní t?ch nejzávažn?jších z nich.",,,,,2002
"Nenadál, Jaroslav - Vykydal, David - Halfarová, Petra",Benchmarking - mýty a skute?nost,Model efektivního u?ení se a zlepšování,9788072612246,Management Press,1,268,?eský,"Ojedin?lá domácí publikace shrnuje význam, efekty a etické zásady benchmarkingu jako jedné z nejefektivn?jších forem u?ení se a rozvoje organizací i jejich zam?stnanc? a zdroje podn?t? k nutným zm?nám a k trvalému zlepšování. P?ináší návrh p?vodního p?tifázového modelu benchmarkingu, p?i?emž každá z jeho fází je podrobn? popsána z hlediska praktických postup?, metod a nástroj?, kterých lze využít p?i plánování a realizaci benchmarkingových projekt?. Sou?ástí publikace je p?ípadová studie realizace benchmarkingového projektu a výkladový slovník pojm? s benchmarkingem souvisejících.",,,,,2011
"Kampf, Rudolf a kol.",Benchmarking pro logistická centra,,9788073999001,Tribun EU,5,134,?eský,Publikace se zabývá problematikou návrhu analytického nástroje na ur?ování postavení logistického centra a jeho oblastí ?inností v porovnání s podobnými logistickými centry.,,,,,2009
"Verner, Pavel",Benigní hyperplazie prostaty,Sou?asný p?ístup k farmakologické lé?b?,9788073450748,"Maxdorf, s.r.o.",8,88,?eský,"Kniha shrnuje etiopatogenezi, klinické p?íznaky, vyšet?ovací algoritmy a diferenciální diagnostiku benigní hyperplazie prostaty (BHP). T?žišt? je v souhrnu sou?asného pohledu na konzervativní lé?bu BHP: je zde podán podrobný vý?et jednotlivých metod: watchful-waiting, lé?ba alfablokátory, inhibitory 5-alfa-reduktázy, kombinovaná farmakoterapie, fytoterpie a ostaní medikamentózní lé?ba. Doporu?ená farmakoterapie se opírá o osobní zkušenosti autora podpo?ené posledními poznatky se zvláštním d?razem na doporu?ené postupy (Guidelines) Evropské urologické asociace a Americké urologické asociace. Kniha je dopln?na p?ehlednými schématy a tabulkami, kapitolou zahrnující „minimum“ znalostí o farmakoterapii BHP a p?ehled nej?ast?jších chyb a omyl? v prvotním vyšet?ení, lé?ení i dalším sledování nemocných s benigní hyperplazií prostaty.",,,,,2005
,Benigní hyperplazie prostaty - rady pacient?m,,9788073870911,Triton s.r.o,8,64,,"S benigní hyperplazií prostaty se vzhledem k její vysoké incidenci setkávají všichni prakti?tí léka?i i odborníci. Její symptomatologie m?že být podobná i jiným onemocn?ním, další onemocn?ní ji mohou zvýraz?ovat a p?ípadn? m?že stejnou symptomatologii podmi?ovat n?která medikace. Publikace je proto ur?ena pro širší léka?skou ve?ejnost a má být návodem, jak pacienty o problematice benigní hyperplazie prostaty informovat.",,,,,2008
"Fitzgerald, F. Scott",Benjamin Button,Podivuhodný p?íb?h Benjamina Buttona,9788074130441,"ZONER Software, a.s.",13,128,?eský,"Je to zvláštní p?ípad muže, který se „narodí“ jako sedmdesátiletý a tajemn? mládne. Tato úžasná grafická adaptace románu vykresluje nes?etná dobrodružství Benjamina Buttona: zamiluje se, založí rodinu a vede úsp?šný podnik. V pozd?jších letech odchází do války a navšt?vuje Harvardskou univerzitu. Na sklonku života se podobá novorozenému dít?ti a vrací se do pé?e své ch?vy. Toto vydání, dopln?né p?vodním Fitzgeraldovým textem, oslnivými akvarelovými ilustracemi a doslovem popisujícím po?átky p?íb?hu a jeho vnímání v širším kontextu, nabízí nový sv?ží pohled na mistrovské literární dílo. Do grafického komiksového provedení p?íb?h p?epracovali Nunzio DeFilippis a Christina Weir a svým osobitým zp?sobem ilustroval Kevin Cornell.","Cornell, Kevin",,,anglický,2009
"Donaldson, E. Talbot",Beowulf,,9788025305362,"Nakladatelství FRAGMENT, s.r.o",14,88,,"Dobrodružný p?íb?h na motivy nejstaršího germánského eposu vychází spolu s filmem také v knižní podob?! Hrdinou p?íb?hu je Beowulf – vále?ník z kmene Gaut?, který p?ichází na pomoc dánskému králi proti démonu Grendelovi, jenž noc co noc masakruje jeho lid. Nechte se pohltit dobrodružnou a tajemnou atmosférou celého p?íb?hu, který inspiroval krom? mnoha jiných také J. R. R. Tolkiena.",,"Ficová, Sylva",,anglický,2007
"Šalovská, Božena",Ber to jako handycap,,9788070552063,Severo?eská v?decká knihovna,13,208,?eský,"Nejde o román, ale bohužel o osobní zpov??. Svoji dceru jsem vid?la naposledy 3.1.2001. Do té doby jsem nikdy nev??ila, že by se mi to mohlo stát. N?kolik let jsem trp?liv? ?ekala, že se sama ozve. Nestalo se, je nedohledatelná, jako místo svého pobytu uvádí stále  bývalý mlýn, m?j v p?eneseném slova smyslu, handycap, nikoliv postižení (handicap), ale cosi, co bylo p?íliš z ruky, než abych to zvládla. Nap?ed proto, že byl ter?em nájezd? vandal? a zlod?j?, pak ko?istí dce?ina podivného partnera, který ho nemínil opustit. Na osam?lém míst?, v nedostatku a chladu z ní za t?i roky ud?lal na sob? závislou osobu bez vlastní v?le, bez vazeb na minulost. Sám se lidí bojí a neustále se skrývá, pro styk s vn?jším sv?tem používá odjakživa n?koho, koho ovládá, p?ípadn? z n?jakého úkrytu ?ídí, ?i vydává p?íkazy. Navzdory o?ividným psychickým problém?m, má, respektive m?l zbrojní pr?kaz i zbra?. Sv?j teror uplat?uje vždy v??i nejbližší rodin?, s žádnou ze svých minulých žen nežil na samot?, všechny od n?ho v?as  i s d?tmi prchly. Chci, aby se i moje dcera vzpamatovala, i když je už dost pozd?. ?etla kdysi hodn?, spoléhám na náhodu.",,,,,2015
,"Ber, po ?em toužíš",,9788086526201,Nakladatelství Listen,13,144,?eský,"Povídky ?eských autor?, které se odehrávají v zahrani?í - v Londýn?, Pa?íži, New Yorku, Padov?, Kielu, Provence a Austrálii. Andronikova, Hana - Rudiš, Jaroslav - Kratochvil, Ji?í - Pekárková, Iva - Dutka, Edgar - Hinková, Iva.",,,,,2006
,"Ber, po ?em toužíš",,9788086526218,Nakladatelství Listen,13,144,?eský,"Povídky ?eských autor?, které se odehrávají v zahrani?í - v Pa?íži, Londýn?, New Yorku, Padov?, Klielu, Helsinkách, v Provence a v Austrálii. Andronikova, Hana - Rudiš, Jaroslav - Kratochvil, Ji?í - Pekárková, Iva - Dutka, Edgar - Hinková, Iva.",,,,,2006
"Eremias, Jenny",Beran,,9788074590467,Levné knihy KMa,2,160,?eský,O znamení zv?rokruhu...,,,,,2012
"Kludská, Dagmar",Beran – Horoskop vašeho dít?te,,9788025310878,Jan Eisler - FRAGMENT,2,48,?eský,"Horoskop pro vaše dít? od nejuznávan?jší a nejznám?jší astroložky Dagmar Kludské! Stane se Vám dobrým rádcem a pr?vodcem od prvních kr??k? vašeho dít?te až po jeho dosp?lost. Poznáte: jak mu pomoci k úsp?chu, na co má vlohy, co ho zajímá a t?ší, ?ím mu ud?láte radost, jaký talisman by m?lo nosit pro št?stí, jak se zachovat v p?ípad? jeho nezdaru ?i nemoci, jak lépe reagovat na jeho jednání a ?iny, jakou zvolit optimální strategii p?i jeho výchov?. S horoskopem od Dagmar Kludské Vašemu dít?ti daleko více a hloub?ji porozumíte!","?tvrte?ková, Veronika",,,,2010
"Procházková, Lenka",Beránek,,9788090457379,Novela bohemica,13,556,?eský,"Román o Ješuovi (Ježíšovi) z Nazaretu, Miriam (Má?í Magdalen?), Janu K?titeli a u?ednících vypráví trochu jiný p?íb?h, než který známe z evangelií. Ješua se s Janem K?titelem seznámí b?hem pobytu v komunit? vzd?laných esejc?, ke kterým vstoupil do u?ení. Záhy jsou však oba vyhošt?ni pro své „revolu?ní“ názory. Naplnit proroctví Starého zákona cítí jako své poslání. B?hem k?t? u ?eky Jordán získávají první u?edníky a setkávají se s mladou ženou jménem Miriam. Úsilí o náboženskou reformu však vzbudí nep?átelství židovských konzervativc? i ?ímských okupant?. Po smrti Jana K?titele pokra?uje v ší?ení svého u?ení Ješua sám a neváhá pro v?c ob?tovat i vlastní život. „Sundala jsem Ježíše z k?íže, abych ho vrátila lidem,“ ?íká autorka p?íb?hu o svobod?, lásce a odpov?dnosti za sv?t náš vezdejší.",,,,,2012
"Twardowski, Jan",Beránek,,9788071957928,Karmelitánské nakladatelství,14,108,?eský,"Další p?íb?hy k prvnímu svatému p?ijímání.  D?ti se nechávají ochotn? vtáhnout do každého zajímavého vypráv?ní. Této touze vycházejí vst?íc p?íb?hy známého polského kn?ze a spisovatele Jana Twardowského (1915–2006), kterého už mnozí objevili díky podobné knížce Poklad (KNA 2012). Mluví o dobrém Bohu, který podivuhodn? stvo?il celý vesmír, rodi?e, sourozence, spolužáky i ten nejmenší strom. Vypráví o Pánu Ježíši - Beránkovi Božím, jak ho známe z evangelií. S citem p?ibližuje neviditelný sv?t víry i lidské srdce s jeho dobrými i zlými sklony. U?í d?ti, jak mít rád druhého ?lov?ka i jak se starat o svou duši, jak ve vztahu s Pánem Ježíšem dále r?st.",,,,,2014
"Bulgakov, Sergej",Beránek Boží,O Boholidství,9788074120947,REFUGIUM Velehrad-Roma,0,512,?eský,"Ruský myslitel S. Bulgakov (1871–1944), žijící dlouhá léta v Pa?íži, pat?í bezesporu mezi nejv?tší teology 20. století. Z grandiózní trilogie o Boholidství existuje v ?eském p?ekladu t?etí ?ást Nev?sta Beránkova (o církvi s pohledem na svátosti a eschatologii) a p?ipravuje se k vydání druhá ?ást Ut?šitel (o Duchu Svatém). Nyní se ?tená?i dostává do rukou první ?ást trilogie, Beránek Boží, sledující historický vývoj tajemství o Kristu, který je ?lov?k a B?h zárove?. Aktuální a brilantní jsou pasáže o lidských karikaturách, které vždy redukují složitou problematiku na omezenou ?ást. Pochopit spojení božské a lidské p?irozenosti v Boho?lov?ku lze podle Bulgakova jen za pomoci poctivé sofiologie: ta je paradoxem odevzdávajícího se Boha, který primárn? p?inesl ?lov?ku krásu kv?li Žen?.","Jemelka, Jan","?ernohous, Alan",Agn?c Božij,ruský,2012
"Nosková, V?ra","Bereme, co je",,9788072582044,Národní divadlo,13,296,?eský,"V románu p?edkládá autorka sugestivní genera?ní výpov??, která je i výjime?n? p?esnou analýzou komunistického režimu. Hrdinka p?íb?hu dospívá v 60. letech na malom?st? a jako v?tšina mladých lidí touží po lásce, svobod? a uplatn?ní. Rodina, v níž vyr?stá, i neprodyšný kruný? místní partajní vrchnosti jí ovšem brzy dají najevo, že není na ní, aby o sob? rozhodovala. Život v upatlané diktatu?e však nabízí jen náhražky a malé lidské tragikomedie, které Nosková pozoruje plnokrevným ženským pohledem a popisuje s ironickým odstupem.",,,,,2005
Tessa Korberová,Bereníké,P?íb?h osudové ženy faraona Ptolemaia I.,9788070217450,Vyšehrad,13,344,?eský,"Historický román nás tentokrát zavede na sklonek 4. století p?.n.l. do období rozpadu ?íše Alexandra Velikého Autorka ?tená?sky úsp?šných román? Léka? císa?? a Císa?ovna nás tentokrát zavede na sklonek 4. století p?.n.l. do období rozpadu ?íše Alexandra Velikého a vzájemných boj? diadoch?. Mladi?ká Makedonka Bereníké prchá z domova do Alexandrova hlavního m?sta Babylonu, kde se chce stát dvorní básní?kou. P?ichází však pozd?, král je už mrtev a diadochové si rozd?lují ?íši. Mladá dívka se zamiluje do jednoho z Alexandrových vojev?dc? Ptolemaia a je tak stržena do víru intrik, nebezpe?í a vášní, p?itom všem nezapomíná na sv?j cíl-stát se velkou básní?kou. Osud ji z Babylonie vede p?es Makedonii a ?ecko do Egypta. Na této cest? básní?ka Bereniké zažije velkou lásku i mnoho dobrodružství. Román je op?t podložený d?kladnou znalostí d?jin a prost?edí, jak je u této autorky dobrým zvykem. Také p?íze? ?tená?? i kritiky získala práv? svojí spisovatelskou zru?ností i detailn? propracovanými historickými nám?ty. ",,Jan Hlavi?ka,Berenike,n?m?ina,2004
"Kennel, Herma",BergersDorf,,9788072530977,Nakladatelství Vitalis,2,352,n?mecký,"15. b?ezna 1939 vpochodoval Hitler?v wehrmacht do ?ech a na Moravu. V jihlavském kraji, n?meckém jazykovém ostr?vku na ?eskomoravské vyso?in?, oslavují N?mci jeho p?íchod jako osvobození. Po nezda?eném atentátu na Adolfa Hitlera dochází k zatýkání, synagoga se ocitá v plamenech. Nedaleko od krajského m?sta, v n?mecké vesnici Bergersdorf, zatkne gestapo ?eského mlyná?e. Na návšt?vu p?ijíždí šéf hlavního štábu SS Gottlob Berger a prohlašuje „sv?j“ Bergersdorf za SS-Dorf (SS-vesnici). Ani poctivý starosta obce se neubrání zatažení do hry a celý d?j se v pr?b?hu války ješt? více zatem?uje. V kv?tnu 1945 dojde nakonec ke katastrof?…",,,,,2003
"Kennelová, Herma",Bergersdorf,P?íb?h jedné vesnice,9788074321030,Paseka,13,328,?eský,"Obyvatelé vesnice Bergersdorf v n?meckém jazykovém ostrov? na Jihlavsku (dnes Kamenná) vítají patnáctý b?ezen 1939 nadšen? jako den osvobození. Od tohoto okamžiku odvíjí autorka poutavé vypráv?ní o osudech oby?ejných ""malých"" lidí zasažených ""velkými"" osudovými událostmi. Po nezda?eném atentátu na Hitlera nastává zatýkání, záhy vzplane synagoga, šéf berlínského Hlavního ú?adu SS Gottlob Berger prohlašuje ""svoji"" ves za SS-Dorf, tedy ves SS, a starosta Hondl se cht? necht? zaplétá s novou mocí. Když se v kv?tnu 1945 karta obrací, nastupuje msta a nenávist, stejná jako ta, jež stála na po?átku popisovaných událostí.",,,,n?mecký,2011
"Scavo, Nello",Bergogli?v seznam,,9788071957539,Karmelitánské nakladatelství,13,184,?eský,"Kniha je reportáží o náro?ných letech vojenské diktatury v Argentin? (cca 1976–1983) a o roli, jakou v té dob? sehrál jezuitský kn?z Jorge Maria Bergoglio, nyn?jší papež František. V rozsáhlé úvodní ?ásti kniha nejprve p?ibližuje ?tená??m pom?ry té doby, v Evrop? málo známé. V druhé ?ásti p?edkládá osobní sv?dectví ?ady lidí, kte?í byli zachrán?ni z rukou diktátorské junty díky Bergogliovi, kterému se poda?ilo zachránit p?ed pronásledováním a smrtí ?adu lidí, a to nejen z okruhu souv?rc?, nap?í? politickým spektrem. Mezi t?mi, kte?í vydali sv?dectví o jeho konkrétní pomoci, jsou komunistický odborá?, bývalí katecheté, univerzitní profesor, soudce, noviná?-ateista, mladí snoubenci, politik nebo marxisticky orientovaný teolog. Zachrán?ných bylo mnohem více, ale autor uvedl jen p?íb?hy t?ch, kte?í se nebáli nechat je zve?ejnit.  V záv?ru kniha obsahuje i unikátní záznam výslechu z roku 2010 (tzv. proces ESMA), jemuž se arcibiskup Bergoglio musel podrobit pro podez?ení z kolaborace s vojenským režimem, jíž se tehdy dopustila ?ada argentinských duchovních.",,,,,2014
"Deleuze, Gilles",Bergsonismus,,9788086955414,Garamond,2,142,?eský,"Prvním titulem nové edi?ní ?ady Francouzské myšlení, kterým nakl. Garamond otevírá prostor p?eklad?m z francouzské filosofie, je kniha nazvaná Bergsonismus, brilantní analýza filosofie H.Bergsona, jedné z nejvýznamn?jších postav myšlení 20.století. Gilles Deleuze je p?edstavitelem francouzské poststrukturalistické filsofie.",,Josef Fulka,,francouzský,2006
,Berlín,,9788072376278,V. Svojtka & Co.,18,328,?eský,"Berlín je opojným mírem no?ních radovánek, jenž vás doslova smete svým dunivým rytmem a odvle?e s sebou – do tepajících klub?, živých ?tvrtí, na kuliná?skou a um?leckou scénu a k blízkým setkáním s jedn?mi z nejv?tších památek evropských d?jin. A? už si budete dop?ávat jídla, nasávat plnými doušky kulturu, nebo prozkoumávat sv?ží  parky a zahrady, tento podrobný pr?vodce z proslulé edice Lonely Planet bude vaším spolehlivým pomocníkem.                                                                                        ",,,,,2005
